configurationID,H264,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,size,usertime,systemtime,elapsedtime
1051,true,true,false,true,true,true,false,true,false,20,1,3572968,25.904,0.376,3.152
1052,true,true,false,true,true,true,false,false,false,40,5,3566243,37.148,0.552,4.398
1053,true,true,false,false,false,true,false,false,true,20,1,3086070,26.396,0.464,3.136
1054,true,false,false,true,false,false,true,false,true,40,1,4921320,30.508,0.356,2.835
1055,true,false,false,true,true,true,true,true,false,20,9,4908061,46.604,0.520,4.414
1056,true,false,false,true,true,true,true,false,false,40,9,4878410,55.360,0.472,5.994
1057,true,false,false,true,true,true,true,true,false,20,5,4906242,37.492,0.352,3.530
1058,true,false,false,true,false,false,true,true,true,20,9,4910524,44.316,0.480,4.088
1059,true,false,false,true,false,false,true,false,true,40,5,4890630,41.348,0.408,4.236
106,true,true,false,false,true,false,true,true,false,40,9,4235548,42.336,0.384,3.928
1060,true,false,false,true,false,false,true,true,true,20,1,4921320,30.488,0.404,2.827
1061,true,true,false,false,true,true,false,true,false,40,1,3139521,26.660,0.456,3.368
1062,true,true,false,false,true,true,false,false,false,60,5,3103750,38.052,0.520,4.614
1063,true,false,false,true,false,false,true,false,true,40,9,4880464,52.816,0.464,5.644
1064,true,false,false,true,false,false,true,true,true,20,5,4921008,36.268,0.452,3.399
1065,true,true,false,false,true,true,false,false,false,60,1,3142869,27.200,0.432,3.690
1066,true,true,false,true,true,true,false,true,true,60,9,3618120,42.580,0.464,4.631
1067,true,true,false,false,true,true,false,true,false,40,9,3116154,42.692,0.392,4.542
1068,true,true,false,false,true,true,false,true,false,40,5,3118099,33.568,0.512,3.790
1069,true,true,false,true,true,true,false,true,false,20,9,3557365,41.832,0.412,4.174
107,true,false,false,false,false,false,false,true,false,20,1,3104109,27.992,0.364,3.182
1070,true,true,false,false,true,true,false,false,false,60,9,3102202,50.196,0.524,5.896
1071,true,true,false,true,true,true,false,true,true,60,1,3633280,26.660,0.472,3.744
1072,true,true,false,true,true,true,false,true,true,60,5,3625505,33.488,0.432,3.931
1073,true,false,false,true,true,true,true,false,false,20,1,4919424,30.628,0.376,2.882
1074,true,false,false,false,true,false,false,true,true,20,9,3147322,40.948,0.460,4.081
1075,true,true,false,true,false,false,false,false,false,40,1,3536712,26.020,0.356,3.384
1076,true,false,false,false,true,true,true,false,false,60,9,4250830,55.584,0.492,6.033
1077,true,false,false,true,false,false,true,true,false,60,9,4853029,44.372,0.464,4.157
1078,true,false,false,false,true,true,true,true,false,40,5,4262609,37.552,0.436,3.528
1079,true,false,false,false,true,true,true,true,false,40,9,4266767,46.828,0.444,4.443
108,true,true,false,true,false,true,true,false,false,40,9,4779404,52.180,0.448,5.584
1080,true,false,false,true,false,false,true,false,true,60,1,4921320,30.560,0.336,2.848
1081,true,false,false,true,true,true,true,false,false,20,9,4878410,55.272,0.444,5.966
1082,true,false,false,false,true,true,true,false,false,60,1,4280120,30.724,0.352,2.838
1083,true,false,false,true,false,false,true,true,false,60,1,4862854,30.464,0.292,2.789
1084,true,false,false,true,true,true,true,false,false,20,5,4881754,42.320,0.460,4.370
1085,true,false,false,true,false,false,true,true,false,60,5,4852640,36.408,0.360,3.456
1086,true,false,false,false,true,true,true,false,false,60,5,4249384,42.752,0.448,4.401
1087,true,false,false,false,true,true,true,true,false,40,1,4280120,30.756,0.380,2.899
1088,true,true,false,false,true,false,true,false,true,20,1,4302746,28.492,0.360,2.718
1089,true,false,false,true,false,false,true,true,true,40,9,4910524,44.500,0.424,4.208
109,true,false,false,false,true,false,false,false,false,60,9,3139019,49.816,0.540,5.990
1090,true,true,false,false,true,false,true,false,true,20,5,4259343,39.060,0.472,3.985
1091,true,true,false,true,false,false,false,true,true,60,9,3546396,39.752,0.524,4.503
1092,true,true,false,false,true,false,true,false,true,20,9,4257554,50.332,0.492,5.242
1093,true,false,false,true,false,false,true,false,true,60,5,4890630,41.264,0.408,4.228
1094,true,false,false,true,false,false,true,true,true,40,1,4921320,30.544,0.324,2.805
1095,true,false,false,true,false,false,true,false,true,60,9,4880464,52.780,0.516,5.603
1096,true,false,false,true,false,false,true,true,true,40,5,4921008,36.436,0.432,3.463
1097,true,true,false,true,false,false,false,false,false,40,5,3498245,35.652,0.508,4.329
1098,true,true,false,true,true,true,false,false,true,20,9,3560739,48.924,0.432,5.363
1099,true,true,false,true,false,false,false,true,false,20,1,3508747,25.668,0.436,3.146
11,true,false,false,true,true,true,true,false,true,40,1,4977216,30.772,0.308,2.880
110,true,false,false,false,false,false,false,true,false,20,5,3090256,33.356,0.428,3.522
1100,true,false,false,false,true,false,false,true,true,40,9,3175611,41.588,0.500,4.414
1101,true,false,false,false,true,false,false,false,true,60,9,3164738,49.564,0.516,5.830
1102,true,true,false,true,false,false,false,false,false,40,9,3490114,46.244,0.476,5.391
1103,true,false,false,false,true,false,false,true,true,40,5,3173764,33.684,0.432,3.743
1104,true,true,false,true,false,false,false,true,false,20,5,3492629,31.284,0.492,3.412
1105,true,false,false,false,true,false,false,false,true,60,5,3169520,38.580,0.500,4.645
1106,true,true,false,true,false,false,false,true,true,60,5,3555676,32.004,0.484,4.013
1107,true,true,false,true,true,true,false,false,true,20,1,3600367,25.904,0.432,3.108
1108,true,false,false,false,true,false,false,true,true,40,1,3191928,28.276,0.416,3.534
1109,true,true,false,true,false,false,false,true,false,20,9,3490639,38.804,0.456,3.942
111,true,false,false,false,false,true,true,false,false,20,1,4243703,30.688,0.396,2.840
1110,true,false,false,false,true,false,false,false,true,60,1,3194477,28.684,0.536,3.858
1111,true,true,false,true,false,false,false,true,true,60,1,3568312,26.572,0.412,3.766
1112,true,true,false,true,true,true,false,false,true,20,5,3574283,36.844,0.408,4.034
1113,true,true,false,true,true,true,false,false,true,60,1,3633280,27.052,0.452,3.789
1114,true,true,false,true,false,false,false,false,false,60,1,3539370,26.304,0.572,3.732
1115,true,true,false,true,false,false,false,false,false,60,5,3503091,35.736,0.616,4.515
1116,true,true,false,true,false,false,false,true,false,40,1,3536712,26.308,0.356,3.441
1117,true,false,false,true,false,false,true,false,false,60,9,4822980,52.656,0.504,5.678
1118,true,false,false,true,false,false,true,true,false,40,5,4852640,36.412,0.400,3.455
1119,true,false,false,false,true,true,true,true,false,60,9,4266767,46.888,0.488,4.411
112,true,false,false,false,true,false,false,false,false,60,5,3142802,38.844,0.584,4.832
1120,true,false,false,true,true,true,true,false,true,20,5,4948885,42.620,0.384,4.311
1121,true,false,false,true,false,false,true,true,false,40,9,4853029,44.240,0.484,4.148
1122,true,false,false,true,false,false,true,true,true,60,1,4921320,30.484,0.352,2.842
1123,true,false,false,true,true,true,true,false,true,20,1,4977216,30.672,0.348,2.864
1124,true,false,false,false,true,true,true,true,false,60,1,4280120,30.660,0.388,2.833
1125,true,false,false,true,false,false,true,false,false,60,1,4862854,30.372,0.396,2.821
1126,true,false,false,false,true,true,true,true,false,60,5,4262609,37.468,0.404,3.525
1127,true,false,false,true,false,false,true,false,false,60,5,4829543,41.056,0.424,4.242
1128,true,false,false,true,false,false,true,true,false,40,1,4862854,30.440,0.412,2.883
1129,true,true,false,false,true,false,true,false,true,60,1,4302746,28.448,0.348,2.676
113,true,false,false,false,false,false,false,true,false,20,9,3090474,40.984,0.456,4.138
1130,true,true,false,false,true,false,true,false,true,40,1,4302746,28.532,0.308,2.679
1131,true,true,false,false,true,false,true,true,true,20,1,4302746,28.560,0.368,2.733
1132,true,true,false,false,true,false,true,false,true,40,5,4259343,38.920,0.436,3.935
1133,true,false,false,true,false,false,true,true,true,60,5,4921008,36.416,0.348,3.427
1134,true,true,false,false,true,false,true,true,true,20,5,4279558,34.228,0.384,3.219
1135,true,true,false,false,true,false,true,false,true,40,9,4257554,50.236,0.452,5.223
1136,true,false,false,true,false,false,true,true,true,60,9,4910524,44.460,0.428,4.147
1137,true,false,false,true,true,true,true,false,true,20,9,4938462,55.680,0.512,5.897
1138,true,true,false,false,true,false,true,true,true,20,9,4277111,42.224,0.440,3.894
1139,true,true,false,true,true,true,false,false,true,40,9,3588415,48.972,0.488,5.527
114,true,false,false,false,false,true,true,false,false,20,5,4212762,42.592,0.424,4.409
1140,true,true,false,true,false,false,false,false,false,60,9,3492097,46.000,0.588,5.514
1141,true,true,false,true,false,false,false,true,false,40,5,3518379,31.792,0.528,3.809
1142,true,false,false,false,true,false,false,true,true,20,5,3148848,33.244,0.444,3.515
1143,true,true,false,true,true,true,false,true,true,20,5,3594396,32.656,0.452,3.441
1144,true,false,false,false,true,false,false,false,true,40,9,3161994,49.504,0.548,5.732
1145,true,false,false,false,true,false,false,true,true,20,1,3162368,27.584,0.392,3.098
1146,true,true,false,true,false,false,false,true,false,40,9,3515239,39.212,0.512,4.189
1147,true,true,false,true,true,true,false,true,true,20,9,3586007,41.792,0.464,4.174
1148,true,false,false,false,true,false,false,false,true,40,5,3166694,38.344,0.440,4.509
1149,true,true,false,true,true,true,false,false,true,40,1,3630937,26.316,0.444,3.411
115,true,false,false,false,false,true,false,false,true,60,9,3145319,52.996,0.604,6.161
1150,true,false,false,false,true,false,false,false,true,40,1,3191928,28.000,0.464,3.480
1151,true,true,false,true,true,true,false,false,true,40,5,3597500,37.140,0.528,4.330
1152,true,true,false,true,true,true,false,true,true,20,1,3600367,26.096,0.404,3.150
116,true,false,false,false,true,false,false,false,false,60,1,3171209,28.440,0.516,3.743
117,true,false,false,false,false,true,true,false,false,20,9,4215327,55.644,0.488,6.036
118,true,false,false,false,false,true,false,false,true,60,5,3152500,40.332,0.528,4.814
119,true,true,false,false,true,true,true,true,false,20,9,4243834,44.612,0.420,4.235
12,true,true,false,false,true,false,false,true,true,40,5,3127723,32.020,0.452,3.695
120,true,false,false,false,false,true,false,false,true,60,1,3172232,29.160,0.424,3.922
121,true,true,false,false,false,true,true,true,true,40,5,4246761,35.724,0.372,3.342
122,true,true,false,false,false,true,true,true,true,40,9,4243720,45.040,0.476,4.189
123,true,true,false,false,true,true,true,true,false,20,1,4264726,28.644,0.376,2.708
124,true,true,false,false,true,true,false,true,true,60,5,3142990,33.876,0.452,3.975
125,true,true,false,false,true,true,true,true,false,20,5,4241577,35.448,0.384,3.320
126,true,true,false,false,true,true,false,true,true,60,1,3165441,27.036,0.480,3.667
127,true,true,false,false,true,true,false,true,true,40,9,3135866,42.716,0.496,4.377
128,true,false,false,false,false,false,true,false,false,60,9,4200476,52.876,0.460,5.714
129,true,false,false,false,false,true,true,false,true,20,1,4286721,30.840,0.324,2.875
13,true,true,false,true,false,true,false,false,true,40,5,3555447,37.236,0.508,4.347
130,true,false,false,true,true,true,false,true,false,40,9,3631652,44.504,0.532,4.759
131,true,true,false,true,false,true,true,false,false,60,1,4827804,28.344,0.404,2.755
132,true,false,false,false,false,true,true,false,true,20,5,4264110,42.872,0.404,4.369
133,true,true,false,false,true,false,true,true,false,60,1,4259350,28.380,0.364,2.658
134,true,false,false,true,true,true,false,true,false,40,5,3636805,35.076,0.476,3.924
135,true,true,false,true,false,true,true,false,false,60,5,4790302,39.780,0.404,4.084
136,true,false,false,false,false,true,true,false,true,20,9,4260012,55.940,0.552,5.938
137,true,true,false,false,true,false,true,true,false,60,5,4233273,34.116,0.456,3.199
138,true,false,false,false,false,false,true,false,false,60,5,4205066,41.296,0.396,4.245
139,true,true,false,true,false,true,true,false,false,60,9,4779404,52.008,0.564,5.557
14,true,false,false,false,true,true,false,false,false,20,9,3129065,52.300,0.504,5.911
140,true,true,false,false,true,false,true,true,false,60,9,4235548,42.276,0.448,3.972
141,true,false,false,false,false,false,false,true,false,40,1,3128543,28.112,0.452,3.443
142,true,false,false,false,false,false,true,false,false,60,1,4231791,30.460,0.372,2.801
143,true,false,false,false,false,false,false,true,false,40,5,3112469,34.048,0.484,3.851
144,true,false,false,true,true,false,true,false,true,20,9,4921970,52.880,0.428,5.619
145,true,false,false,false,false,true,false,false,true,40,9,3142539,52.644,0.524,6.021
146,true,false,false,false,false,false,false,true,false,40,9,3115688,41.572,0.420,4.499
147,true,false,false,true,true,false,true,false,true,20,5,4935774,41.204,0.488,4.218
148,true,true,false,true,false,false,false,false,true,20,9,3492117,45.204,0.420,4.976
149,true,false,false,false,false,true,false,false,true,40,5,3148923,40.152,0.508,4.585
15,true,false,false,false,false,false,false,true,false,60,1,3130424,28.340,0.488,3.676
150,true,false,false,true,true,true,false,true,false,60,5,3638844,35.488,0.512,4.157
151,true,false,false,false,false,true,false,false,true,40,1,3167272,28.592,0.436,3.413
152,true,true,false,false,true,true,true,false,true,60,9,4262281,53.024,0.404,5.567
153,true,false,false,true,true,true,false,true,false,60,1,3642388,28.900,0.500,3.870
154,true,true,false,false,true,true,true,false,true,60,5,4271269,40.292,0.460,4.041
155,true,true,false,false,false,true,true,true,true,20,1,4261016,28.812,0.300,2.706
156,true,true,false,false,true,true,true,false,true,60,1,4310790,28.636,0.364,2.714
157,true,true,false,false,false,true,true,true,true,20,5,4246761,35.544,0.428,3.293
158,true,true,false,false,true,true,false,true,true,40,5,3140357,33.580,0.460,3.745
159,true,true,false,false,false,true,true,true,true,20,9,4243720,44.896,0.520,4.205
16,true,true,false,false,true,false,false,true,true,40,1,3149322,26.560,0.412,3.350
160,true,false,false,true,true,false,true,false,true,20,1,4965148,30.524,0.288,2.802
161,true,true,false,true,false,false,false,false,true,20,5,3502812,34.976,0.488,3.933
162,true,true,false,false,true,true,false,true,true,40,1,3160707,26.916,0.464,3.467
163,true,true,false,true,false,false,false,false,true,20,1,3533817,25.692,0.444,3.182
164,true,false,false,false,false,false,true,false,true,60,5,4249649,41.416,0.484,4.241
165,true,true,false,true,false,true,false,true,false,40,5,3545999,33.248,0.580,3.883
166,true,true,false,true,false,true,false,false,false,60,9,3517242,49.508,0.596,5.910
167,true,false,false,true,true,false,false,true,false,40,9,3609203,41.352,0.464,4.465
168,true,false,false,false,false,false,true,false,true,60,9,4244887,53.100,0.420,5.624
169,true,true,false,true,false,true,false,false,false,60,5,3525213,37.580,0.604,4.659
17,true,true,false,true,false,true,false,false,true,40,1,3580131,26.392,0.440,3.476
170,true,true,false,true,false,true,false,true,false,40,1,3549551,26.232,0.516,3.475
171,true,false,false,true,true,false,false,true,false,40,5,3615141,33.576,0.460,3.826
172,true,true,false,true,false,true,false,false,false,60,1,3554395,27.064,0.484,3.929
173,true,false,false,true,true,false,false,true,false,40,1,3621692,28.260,0.416,3.575
174,true,false,false,false,false,false,true,false,true,60,1,4277806,30.652,0.448,2.903
175,true,false,false,false,false,true,true,false,true,40,1,4286721,30.836,0.368,2.856
176,true,false,false,false,false,true,true,false,true,40,5,4264110,42.908,0.400,4.355
177,true,false,false,false,false,true,true,false,true,40,9,4260012,56.068,0.404,5.935
178,true,true,false,true,false,true,false,true,false,40,9,3538286,42.280,0.544,4.468
179,true,false,false,false,false,false,false,false,true,40,1,3151638,28.368,0.420,3.448
18,true,false,false,false,true,true,false,false,false,20,5,3133814,39.392,0.560,4.405
180,true,false,false,false,false,false,false,true,true,20,1,3127215,27.812,0.392,3.178
181,true,false,false,false,false,false,false,false,true,40,5,3127540,38.320,0.556,4.557
182,true,true,false,true,true,false,false,false,false,20,9,3510151,45.272,0.564,5.107
183,true,false,false,false,false,false,false,true,true,20,5,3111877,33.368,0.400,3.524
184,true,false,false,false,false,false,false,false,true,40,9,3121232,49.192,0.520,5.744
185,true,false,false,false,false,true,true,false,true,60,1,4286721,30.676,0.436,2.827
186,true,true,false,true,true,false,false,false,false,20,5,3517835,35.084,0.512,3.965
187,true,false,false,false,false,false,false,true,true,20,9,3110739,41.092,0.504,4.144
188,true,false,false,true,true,false,true,true,false,60,5,4897751,36.364,0.364,3.440
189,true,true,false,true,true,false,false,false,false,20,1,3558145,25.504,0.452,3.087
19,true,false,false,false,false,false,false,true,false,60,5,3115998,34.000,0.440,3.961
190,true,false,false,true,true,false,true,true,false,60,1,4908928,30.280,0.388,2.848
191,true,false,false,true,true,false,true,true,false,60,9,4894458,44.156,0.416,4.150
192,true,false,false,false,false,false,true,false,false,20,9,4200476,52.856,0.444,5.688
193,true,false,false,true,true,false,false,true,false,20,9,3582657,40.984,0.456,4.209
194,true,true,false,true,false,true,false,true,false,20,5,3517609,32.832,0.404,3.513
195,true,true,false,true,false,true,false,false,false,40,9,3513544,48.964,0.548,5.587
196,true,true,false,true,true,false,true,true,true,60,9,4896846,41.768,0.444,3.867
197,true,false,false,false,false,false,true,false,false,20,5,4205066,41.276,0.476,4.271
198,true,false,false,true,true,false,false,true,false,20,5,3588976,33.228,0.468,3.637
199,true,true,false,true,false,true,false,true,false,20,1,3522157,25.768,0.404,3.106
2,true,true,false,false,true,true,false,true,true,20,5,3117562,33.040,0.456,3.437
20,true,false,false,true,true,false,true,false,true,40,9,4921970,52.792,0.476,5.590
200,true,true,false,true,false,true,false,false,false,40,5,3522600,36.980,0.480,4.308
201,true,false,false,true,true,false,false,true,false,20,1,3594732,27.496,0.360,3.163
202,true,true,false,true,false,true,false,false,false,40,1,3549551,26.392,0.456,3.512
203,true,false,false,false,false,true,true,false,true,60,5,4264110,43.020,0.388,4.385
204,true,false,false,false,false,true,true,false,true,60,9,4260012,55.816,0.420,5.930
205,true,true,false,true,true,false,true,true,true,60,5,4908535,34.044,0.360,3.223
206,true,false,false,false,false,false,true,false,false,20,1,4231791,30.512,0.344,2.841
207,true,true,false,true,true,false,true,true,true,60,1,4922285,28.152,0.284,2.704
208,true,true,false,true,false,true,false,true,false,20,9,3514609,42.196,0.436,4.255
209,true,false,false,false,false,false,false,false,true,60,1,3156614,28.596,0.488,3.885
21,true,true,false,false,true,false,true,false,true,60,5,4259343,38.896,0.480,3.920
210,true,false,false,false,false,false,false,true,true,40,1,3151638,28.204,0.496,3.505
211,true,false,false,false,false,false,false,false,true,60,5,3130894,38.468,0.480,4.708
212,true,true,false,true,true,false,false,false,false,40,9,3537858,46.084,0.508,5.393
213,true,false,false,false,false,false,false,true,true,40,5,3138333,33.784,0.440,3.755
214,true,false,false,false,false,false,false,false,true,60,9,3125877,49.364,0.524,5.826
215,true,true,false,true,true,false,false,false,false,40,5,3546150,35.624,0.500,4.218
216,true,false,false,false,false,false,false,true,true,40,9,3136399,41.712,0.480,4.450
217,true,true,false,true,true,false,false,false,false,40,1,3583663,26.100,0.408,3.438
218,true,false,false,false,false,false,true,false,true,20,1,4277806,30.644,0.332,2.856
219,true,true,false,false,false,true,true,true,false,60,1,4215783,28.728,0.352,2.698
22,true,false,false,false,false,true,true,false,false,60,1,4243703,30.764,0.364,2.804
220,true,true,false,true,false,true,false,false,false,20,5,3497425,36.676,0.464,4.058
221,true,false,false,true,true,false,false,true,true,60,1,3653798,28.644,0.500,3.906
222,true,true,false,false,false,true,true,true,false,60,5,4197221,35.444,0.436,3.311
223,true,false,false,false,false,false,true,false,true,20,5,4249649,41.516,0.392,4.249
224,true,true,false,true,false,true,false,false,false,20,1,3522157,25.864,0.324,3.077
225,true,true,false,false,false,true,true,true,false,60,9,4198989,44.776,0.484,4.238
226,true,false,false,true,false,true,true,true,true,20,1,4931572,30.796,0.416,2.876
227,true,false,false,true,false,true,true,true,true,20,9,4926657,47.120,0.412,4.473
228,true,false,false,true,false,true,true,true,true,20,5,4932710,37.712,0.476,3.574
229,true,true,false,true,false,true,false,false,false,20,9,3489409,48.720,0.520,5.461
23,true,false,false,false,true,false,false,false,false,20,5,3113968,37.928,0.464,4.267
230,true,true,false,false,false,false,true,true,true,40,5,4234206,34.320,0.408,3.197
231,true,true,false,false,false,false,true,true,true,40,9,4231971,42.420,0.436,3.933
232,true,true,false,false,false,false,true,true,true,40,1,4252571,28.700,0.388,2.832
233,true,true,false,true,true,false,false,false,false,60,9,3538881,46.324,0.536,5.536
234,true,false,false,true,true,false,true,true,false,20,1,4908928,30.420,0.392,2.845
235,true,false,false,true,true,false,true,false,false,40,5,4871361,41.164,0.412,4.266
236,true,true,false,true,true,false,false,false,false,60,5,3548776,36.156,0.492,4.501
237,true,false,false,true,true,false,true,false,false,40,1,4908928,30.472,0.340,2.848
238,true,true,false,false,false,false,false,false,false,20,1,3055009,25.940,0.460,3.050
239,true,true,false,true,true,false,false,false,false,60,1,3586763,26.784,0.400,3.876
24,true,false,false,false,false,false,false,true,false,60,9,3117214,42.148,0.408,4.600
240,true,false,false,true,true,false,true,true,false,20,9,4894458,44.344,0.432,4.207
241,true,true,false,false,false,false,false,false,false,20,5,3018055,35.624,0.420,4.027
242,true,false,false,true,true,false,false,true,true,60,9,3640377,41.564,0.496,4.677
243,true,false,false,true,true,false,true,false,false,40,9,4862848,53.008,0.420,5.702
244,true,false,false,true,true,false,true,true,false,20,5,4897751,36.328,0.404,3.444
245,true,true,false,false,false,false,false,false,false,20,9,3012842,46.032,0.432,5.142
246,true,false,false,true,true,false,false,true,true,60,5,3649511,33.836,0.536,4.083
247,true,false,false,false,false,false,true,false,true,40,5,4249649,41.576,0.368,4.242
248,true,false,false,true,true,false,false,true,false,60,9,3613231,41.576,0.564,4.642
249,true,false,false,false,false,false,true,false,true,40,9,4244887,53.208,0.496,5.655
25,true,false,false,true,true,false,true,false,true,40,5,4935774,41.364,0.396,4.230
250,true,false,false,true,true,false,false,true,false,60,5,3616016,34.256,0.436,4.210
251,true,false,false,true,true,false,true,false,false,60,1,4908928,30.280,0.396,2.800
252,true,false,false,false,false,false,true,false,true,40,1,4277806,30.576,0.376,2.853
253,true,false,false,true,true,false,false,true,false,60,1,3624439,28.604,0.420,3.854
254,true,true,false,true,false,true,false,false,true,20,9,3515087,48.472,0.516,5.337
255,true,true,false,true,false,true,false,false,true,20,5,3525065,36.720,0.448,3.988
256,true,true,false,true,false,true,false,false,true,20,1,3552724,25.872,0.412,3.133
257,true,true,false,true,false,true,true,false,true,20,1,4883540,28.324,0.392,2.733
258,true,true,false,false,false,false,true,true,true,20,5,4234206,34.256,0.404,3.221
259,true,true,false,false,false,false,true,true,true,20,9,4231971,42.256,0.524,3.930
26,true,true,false,true,false,false,false,false,true,40,9,3519557,45.792,0.572,5.269
260,true,true,false,true,false,true,true,false,true,20,9,4837768,52.340,0.460,5.529
261,true,false,false,false,false,false,false,false,true,20,1,3127215,27.740,0.364,3.096
262,true,true,false,false,false,false,true,true,true,20,1,4252571,28.652,0.364,2.706
263,true,true,false,true,false,true,true,false,true,20,5,4848607,39.936,0.432,4.063
264,true,false,false,false,false,false,false,false,true,20,5,3101096,37.668,0.432,4.215
265,true,false,false,false,false,true,false,true,false,60,5,3136524,35.556,0.540,4.172
266,true,false,false,true,true,false,true,false,false,60,9,4862848,52.672,0.496,5.653
267,true,false,false,true,true,false,true,true,false,40,5,4897751,36.220,0.412,3.407
268,true,false,false,false,false,false,false,false,true,20,9,3094442,48.532,0.448,5.385
269,true,false,false,false,false,true,false,true,false,60,9,3137440,45.168,0.584,4.982
27,true,true,false,false,true,false,true,false,true,60,9,4257554,50.332,0.400,5.269
270,true,false,false,true,true,false,true,true,false,40,1,4908928,30.444,0.344,2.822
271,true,false,false,true,true,false,true,false,false,60,5,4871361,41.204,0.460,4.292
272,true,false,false,false,false,false,true,false,true,20,9,4244887,53.208,0.428,5.631
273,true,false,false,false,false,true,false,true,false,60,1,3147253,28.924,0.452,3.805
274,true,false,false,true,true,false,true,true,false,40,9,4894458,44.088,0.456,4.131
275,true,true,false,false,true,false,false,false,true,60,1,3154299,26.888,0.448,3.667
276,true,false,false,true,false,false,false,true,true,60,9,3595982,41.632,0.536,4.712
277,true,false,false,false,true,false,true,false,false,40,9,4238589,53.152,0.520,5.737
278,true,true,false,false,false,true,true,true,false,20,1,4215783,28.688,0.372,2.713
279,true,false,false,true,false,false,false,true,true,60,5,3604175,33.984,0.560,4.136
28,true,false,false,false,false,true,true,false,false,60,5,4212762,42.788,0.396,4.414
280,true,true,false,false,false,true,true,true,false,20,5,4197221,35.396,0.416,3.313
281,true,false,false,true,true,true,false,false,true,20,9,3608629,51.352,0.448,5.679
282,true,true,false,true,false,false,true,false,true,60,9,4820291,49.720,0.508,5.279
283,true,true,false,false,false,true,true,true,false,20,9,4198989,44.716,0.448,4.218
284,true,false,false,true,true,true,false,false,true,20,1,3639661,27.816,0.436,3.187
285,true,true,false,true,false,true,false,true,true,20,9,3541727,41.888,0.476,4.197
286,true,false,false,true,true,true,false,false,true,20,5,3618396,38.960,0.516,4.280
287,true,true,false,true,false,true,false,true,true,20,5,3544719,32.840,0.420,3.486
288,true,false,false,true,false,false,false,false,false,20,1,3549770,27.512,0.428,3.205
289,true,true,false,false,true,false,false,false,true,60,9,3107833,46.584,0.600,5.459
29,true,false,false,false,true,false,false,false,false,20,1,3141515,27.640,0.428,3.145
290,true,true,false,true,false,true,false,true,true,20,1,3552724,25.948,0.400,3.116
291,true,false,false,true,false,false,false,true,true,60,1,3612080,28.488,0.436,3.817
292,true,false,false,true,false,false,false,false,false,20,5,3523617,37.268,0.444,4.215
293,true,true,false,false,true,false,false,false,true,60,5,3113238,36.348,0.544,4.448
294,true,false,false,true,false,false,false,false,false,20,9,3517476,48.016,0.560,5.471
295,true,false,false,true,true,false,true,true,true,20,5,4961306,36.356,0.412,3.406
296,true,true,false,true,true,false,false,false,true,20,5,3547608,34.860,0.440,3.914
297,true,false,false,false,true,true,false,false,true,60,9,3180339,53.168,0.540,6.160
298,true,false,false,true,true,false,true,true,true,20,1,4965148,30.308,0.420,2.940
299,true,true,false,false,false,false,true,true,false,40,9,4189987,42.256,0.516,3.983
3,true,false,false,true,false,true,true,true,true,60,5,4932710,37.580,0.408,3.506
30,true,false,false,false,false,true,true,false,false,60,9,4215327,55.740,0.504,6.054
300,true,true,false,true,true,false,false,false,true,20,1,3585300,25.736,0.416,3.150
301,true,false,false,false,true,true,false,false,true,60,5,3185469,40.468,0.540,4.807
302,true,true,false,false,true,true,true,true,true,20,9,4285326,44.756,0.392,4.183
303,true,false,false,true,true,false,true,true,true,20,9,4954740,44.196,0.440,4.100
304,true,true,false,false,true,true,true,true,true,20,5,4290187,35.412,0.412,3.336
305,true,false,false,false,false,true,false,false,false,60,9,3122911,52.860,0.520,6.275
306,true,true,false,false,true,true,true,true,true,20,1,4310790,28.852,0.348,2.731
307,true,false,false,false,true,false,true,false,false,60,1,4272359,30.460,0.340,2.832
308,true,false,false,false,true,false,true,false,false,60,5,4239894,41.388,0.460,4.291
309,true,false,false,false,false,true,false,false,false,60,1,3147253,29.092,0.484,3.911
31,true,true,false,false,true,true,true,false,true,40,9,4262281,52.852,0.516,5.546
310,true,true,false,false,false,false,true,true,false,40,5,4189426,34.404,0.396,3.254
311,true,false,false,false,false,true,false,false,false,60,5,3125027,39.992,0.628,4.758
312,true,false,false,false,true,false,true,false,false,60,9,4238589,53.072,0.452,5.718
313,true,true,false,false,false,false,true,true,false,40,1,4210212,28.464,0.392,2.697
314,true,false,false,true,false,false,false,true,true,40,5,3599874,33.504,0.492,3.799
315,true,false,false,false,true,false,true,false,false,20,9,4238589,53.112,0.472,5.729
316,true,true,false,false,false,true,true,true,false,40,1,4215783,28.704,0.364,2.710
317,true,false,false,true,false,true,true,false,true,60,1,4931572,30.708,0.368,2.882
318,true,false,false,true,false,false,false,true,true,40,1,3608877,27.768,0.460,3.440
319,true,true,false,false,false,true,true,true,false,40,5,4197221,35.352,0.440,3.292
32,true,false,false,false,false,true,false,true,false,40,5,3135488,35.612,0.452,3.947
320,true,false,false,false,true,false,true,true,true,60,1,4317441,30.480,0.380,2.806
321,true,true,false,true,false,false,true,false,true,40,9,4820291,49.700,0.448,5.242
322,true,true,false,false,false,true,true,true,false,40,9,4198989,44.984,0.356,4.182
323,true,false,false,false,true,false,true,true,true,60,5,4303795,36.404,0.372,3.399
324,true,false,false,true,false,true,true,false,true,60,9,4900900,55.992,0.380,6.011
